alpha,validation_mae,validation_rmse,status
0.0,0.06228525564074516,0.08582921326160431,ok
0.0001,0.06228526309132576,0.0858292281627655,ok
0.001,0.06228531152009964,0.08582928031682968,ok
0.01,0.062285881489515305,0.08582979440689087,ok
0.1,0.062292709946632385,0.08583541214466095,ok
1.0,0.0623980350792408,0.08592136204242706,ok
10.0,0.06354404240846634,0.08706216514110565,ok
100.0,0.07078947871923447,0.09562375396490097,ok
1000.0,0.12057022750377655,0.15630944073200226,ok
