alpha,validation_mae,validation_rmse,status
0.0,0.09188349545001984,0.14281876385211945,ok
0.0001,0.09188349545001984,0.14281876385211945,ok
0.001,0.09188348799943924,0.14281874895095825,ok
0.01,0.09188348054885864,0.14281857013702393,ok
0.1,0.09188338369131088,0.14281679689884186,ok
1.0,0.09188248217105865,0.14279936254024506,ok
10.0,0.09188663214445114,0.14264929294586182,ok
100.0,0.09234384447336197,0.14205120503902435,ok
1000.0,0.09646104276180267,0.1420033872127533,ok
