,temperature_2m,dew_point_2m,surface_pressure,shortwave_radiation,cloud_cover,wind_speed_10m,precipitation,relative_humidity_2m
2019-01-01 00:00:00,-6.5482483,-10.792267,97600.16,0.33777776,0.0697937,0.71010643,0.0,71.8088
2019-01-01 01:00:00,-5.8847656,-10.388702,97748.234,66.04444,0.6477051,0.39525744,0.0,70.4789
2019-01-01 02:00:00,-1.8068542,-9.213959,97713.58,169.19112,0.74853516,1.1880258,0.0,56.95978
2019-01-01 03:00:00,-1.81604,-9.23288,97663.91,290.08,0.6626892,1.5154502,0.0,56.913857
2019-01-01 04:00:00,-1.7331238,-9.289551,97549.08,387.00446,0.7864075,1.6776727,0.0,56.316586
2019-01-01 05:00:00,1.2651672,-9.267792,97388.766,431.44888,0.84524536,1.8583652,0.0,45.3628
2019-01-01 06:00:00,1.6427917,-9.207306,97293.7,464.28445,0.8154297,2.1736033,0.0,44.36079
2019-01-01 07:00:00,1.7817993,-9.188202,97237.17,357.2089,0.7669983,2.3601012,0.0,43.98753
2019-01-01 08:00:00,1.5040588,-9.56662,97208.875,265.44,0.5354309,2.3071563,0.0,43.55774
2019-01-01 09:00:00,0.40634155,-8.967133,97219.234,137.12,0.26937866,2.042086,0.0,49.40924
2019-01-01 10:00:00,-1.1025085,-9.28421,97276.0,22.56,0.26644897,1.7262136,0.0,53.791126
2019-01-01 11:00:00,-0.75198364,-9.487518,97297.195,0.0,0.2758484,0.5975947,0.0,51.599762
2019-01-01 12:00:00,-1.0244446,-9.427521,97316.42,0.0,0.022735596,0.3996247,0.0,52.88642
2019-01-01 13:00:00,-2.6574402,-9.91629,97348.984,0.0,0.0037231445,0.1357774,0.0,57.39734
2019-01-01 14:00:00,-4.19339,-9.971924,97336.164,0.0,0.0,0.3206897,0.0,64.089035
2019-01-01 15:00:00,-4.960907,-10.181915,97320.75,0.0,0.0,0.5215382,0.0,66.789215
2019-01-01 16:00:00,-4.6719055,-10.241486,97335.57,0.0,0.0,0.54562414,0.0,65.04018
2019-01-01 17:00:00,-5.529663,-10.4410095,97280.79,0.0,0.0,0.4764222,0.0,68.31644
2019-01-01 18:00:00,-5.738983,-10.605743,97285.88,0.0,0.0,0.49060696,0.0,68.51206
2019-01-01 19:00:00,-5.5587463,-10.5000305,97248.445,0.0,0.0,0.5323153,0.0,68.14814
2019-01-01 20:00:00,-6.578705,-10.981781,97164.41,0.0,0.0,0.51395106,0.0,70.90006
2019-01-01 21:00:00,-6.5522156,-10.956085,97080.16,0.0,0.058410645,0.5282598,0.0,70.90109
2019-01-01 22:00:00,-6.518402,-10.679993,97058.7,0.0,0.17370605,0.50580317,0.0,72.28643
2019-01-01 23:00:00,-6.3887024,-10.796356,97003.38,0.0,0.16369629,0.78923315,0.0,70.91371
2019-01-02 00:00:00,-6.072357,-10.752716,97035.41,0.28444445,0.22290039,0.73445535,0.0,69.460144
2019-01-02 01:00:00,-5.439789,-10.343842,97142.58,64.42667,0.19857788,0.6464753,0.0,68.37576
2019-01-02 02:00:00,-1.1665344,-8.462799,97075.53,207.55556,0.2336731,1.253782,0.0,57.627476
2019-01-02 03:00:00,-0.90896606,-8.254608,97018.55,360.37332,0.22290039,1.8598121,0.0,57.474957
2019-01-02 04:00:00,-0.31777954,-7.70401,96918.0,494.06223,0.12194824,1.8930956,0.0,57.45145
2019-01-02 05:00:00,2.7803955,-7.5691223,96769.11,549.35114,0.036071777,1.9837478,0.0,46.469482
2019-01-02 06:00:00,3.004303,-7.4878845,96663.3,527.98224,0.059570312,2.13852,0.0,46.025898
2019-01-02 07:00:00,3.00589,-7.535248,96576.375,455.71555,0.040374756,2.5795999,0.0,45.85262
2019-01-02 08:00:00,2.7617188,-7.6490173,96536.78,316.62222,0.01373291,2.4675612,0.0,46.24451
2019-01-02 09:00:00,1.3856506,-7.0489807,96532.25,162.72,0.007446289,2.4320967,0.0,53.43235
2019-01-02 10:00:00,0.8798218,-7.3348083,96664.875,23.84,0.014923096,1.7931896,0.0,54.204292
2019-01-02 11:00:00,0.15908813,-7.6283875,96683.03,0.0,0.02331543,0.8283732,0.0,55.82171
2019-01-02 12:00:00,-1.3937988,-7.6739807,96713.805,0.0,0.029388428,0.7595395,0.0,62.29611
2019-01-02 13:00:00,-1.7910461,-7.5273743,96725.16,0.0,0.028808594,0.8531595,0.0,64.873695
2019-01-02 14:00:00,-3.0265808,-7.5274353,96680.25,0.0,0.023712158,0.73257554,0.0,71.08649
2019-01-02 15:00:00,-3.902832,-7.8605957,96736.7,0.0,0.025115967,0.53274024,0.0,73.962135
2019-01-02 16:00:00,-3.7221375,-7.59787,96760.17,0.0,0.03274536,0.49606663,0.0,74.466995
2019-01-02 17:00:00,-4.4043884,-7.9675903,96789.11,0.0,0.034332275,0.542842,0.0,76.16706
2019-01-02 18:00:00,-4.7185974,-8.358582,96819.125,0.0,0.031555176,0.45563447,0.0,75.65878
2019-01-02 19:00:00,-4.4198303,-7.874359,96837.84,0.0,0.024108887,0.36524582,0.0,76.80882
2019-01-02 20:00:00,-5.404999,-8.308868,96838.31,0.0,0.034301758,0.31870705,0.0,80.00176
2019-01-02 21:00:00,-4.739319,-7.906891,96839.81,0.0,0.027648926,0.3085344,0.0,78.482796
2019-01-02 22:00:00,-3.7117615,-7.3448486,96839.96,0.0,0.08883667,0.26686522,0.0,75.87759
2019-01-02 23:00:00,-4.139282,-7.783844,96900.41,0.0,0.07022095,0.26889613,0.0,75.73482
2019-01-03 00:00:00,-4.1007996,-7.6312256,96911.22,0.28444445,0.02960205,0.58917785,0.0,76.41352
2019-01-03 01:00:00,-3.5081482,-7.3007507,96976.03,69.17333,0.04510498,0.9022526,0.0,74.98584
2019-01-03 02:00:00,-0.60772705,-6.2761536,96962.69,231.52,0.030181885,1.3594793,0.0,65.48963
2019-01-03 03:00:00,-0.8340759,-6.4141846,96930.99,378.6489,0.056274414,1.4495707,0.0,65.88135
