,temperature_2m,dew_point_2m,surface_pressure,shortwave_radiation,cloud_cover,wind_speed_10m,precipitation,relative_humidity_2m
2019-01-01 00:00:00,7.00058,6.9284363,79773.16,0.017777778,1.0,1.2799004,0.00022315979,99.50641
2019-01-01 01:00:00,6.96875,6.93161,79818.234,18.506666,1.0,1.2616752,0.00012779236,99.745575
2019-01-01 02:00:00,9.228302,8.082916,79863.58,63.075554,1.0,1.435356,5.00679e-05,92.541855
2019-01-01 03:00:00,8.344116,7.3159485,79887.91,109.81333,1.0,1.8088222,2.2411346e-05,93.236176
2019-01-01 04:00:00,8.557892,7.3588867,79819.08,156.12445,1.0,1.8861758,3.1471252e-05,92.165146
2019-01-01 05:00:00,11.130402,7.7400208,79705.766,252.76445,0.99542236,2.2426589,0.00023078918,79.610344
2019-01-01 06:00:00,12.111542,6.804413,79622.7,433.70667,0.8180542,3.1091843,0.00014305115,69.984276
2019-01-01 07:00:00,12.736877,6.011017,79564.17,160.42667,0.77511597,3.593342,0.00017166138,63.59476
2019-01-01 08:00:00,12.656403,5.9060364,79513.875,187.05779,0.72473145,3.672579,0.00051403046,63.468765
2019-01-01 09:00:00,12.349701,6.230133,79548.234,139.85777,0.69226074,3.6903193,0.0006599426,66.225945
2019-01-01 10:00:00,8.905304,7.282196,79537.0,56.853333,1.0,3.2284343,0.00035953522,89.55398
2019-01-01 11:00:00,9.091766,7.705841,79593.195,4.248889,1.0,2.8023458,6.818771e-05,91.03027
2019-01-01 12:00:00,8.86618,7.6076355,79635.42,0.0,1.0,2.6437652,5.054474e-05,91.80988
2019-01-01 13:00:00,8.93045,7.841522,79650.984,0.0,1.0,2.5890646,4.5776367e-05,92.88145
2019-01-01 14:00:00,8.425751,7.166748,79703.164,0.0,1.0,2.322366,2.9563904e-05,91.779495
2019-01-01 15:00:00,7.322296,6.792694,79750.75,0.0,1.0,2.250824,4.5776367e-05,96.43538
2019-01-01 16:00:00,7.353485,6.7565613,79753.57,0.0,1.0,2.1669075,4.386902e-05,95.99136
2019-01-01 17:00:00,7.4605713,6.789459,79785.79,0.0,1.0,2.3094711,7.534027e-05,95.50699
2019-01-01 18:00:00,7.3977356,6.6305847,79779.88,0.0,1.0,2.2700067,7.724762e-05,94.87633
2019-01-01 19:00:00,7.4568787,6.6425476,79760.445,0.0,1.0,1.8839588,0.00013446808,94.57141
2019-01-01 20:00:00,6.966217,6.3678284,79736.41,0.0,1.0,1.810494,3.2901764e-05,95.96953
2019-01-01 21:00:00,7.000519,6.346649,79699.16,0.0,1.0,1.607482,5.6266785e-05,95.60439
2019-01-01 22:00:00,6.952301,6.6383667,79684.7,0.0,1.0,1.7520716,3.4332275e-05,97.867
2019-01-01 23:00:00,7.0780945,6.7016907,79678.38,0.0,1.0,1.7784342,2.9563904e-05,97.44989
2019-01-02 00:00:00,6.976471,6.714081,79794.41,0.017777778,1.0,1.5805035,1.0967255e-05,98.21476
2019-01-02 01:00:00,6.747711,6.6444397,79816.58,16.64,1.0,1.7575284,5.054474e-05,99.29268
2019-01-02 02:00:00,10.050262,8.023529,79885.53,68.16,0.90008545,1.9243286,8.392334e-05,87.21986
2019-01-02 03:00:00,9.673065,7.1184387,79888.55,162.6311,0.7085571,2.6850398,0.00015544891,84.09412
2019-01-02 04:00:00,9.770111,6.2745056,79830.0,301.5289,0.7803955,3.4938197,0.00011062622,78.83974
2019-01-02 05:00:00,12.95813,6.0050964,79750.11,304.28445,0.6550598,4.002232,5.8174133e-05,62.65449
2019-01-02 06:00:00,12.791412,5.273834,79628.3,337.1378,0.7444458,3.9618218,5.8174133e-05,60.211212
2019-01-02 07:00:00,12.574249,4.949127,79562.375,390.45334,0.7335205,4.159626,2.3841858e-06,59.709538
2019-01-02 08:00:00,13.466797,4.964264,79532.78,363.9822,0.9258728,3.8726957,0.0,56.384007
2019-01-02 09:00:00,12.873932,4.5135193,79547.25,177.42223,0.822052,3.6650605,0.0,56.794193
2019-01-02 10:00:00,9.926697,4.532379,79586.875,81.6,0.62164307,2.839519,0.0,69.12579
2019-01-02 11:00:00,9.901276,4.881378,79644.03,7.9644446,0.3244934,2.0369687,0.0,70.952126
2019-01-02 12:00:00,10.071045,5.1853943,79671.805,0.0,0.25289917,2.3375928,0.0,71.65152
2019-01-02 13:00:00,9.9530945,5.2070007,79682.16,0.0,0.14666748,2.5316083,0.0,72.32818
2019-01-02 14:00:00,9.12381,5.1756897,79694.25,0.0,0.110839844,2.4786332,0.0,76.30686
2019-01-02 15:00:00,7.849121,5.131592,79711.7,0.0,0.08047485,2.482996,0.0,82.93599
2019-01-02 16:00:00,8.041534,5.55838,79737.17,0.0,0.16204834,2.5198143,0.0,84.32086
2019-01-02 17:00:00,7.5936584,5.6710815,79744.11,0.0,0.1958313,2.4612143,0.0,87.61511
2019-01-02 18:00:00,7.3868713,5.7976685,79731.125,0.0,0.1949768,2.301791,0.0,89.64392
2019-01-02 19:00:00,7.244232,5.924469,79663.84,0.0,0.19451904,2.0618508,0.0,91.32049
2019-01-02 20:00:00,6.796173,5.757538,79641.31,0.0,0.42333984,1.9176984,0.0,93.08751
2019-01-02 21:00:00,6.6903687,5.8313904,79603.81,0.0,0.6944275,1.9493443,0.0,94.247345
2019-01-02 22:00:00,6.608551,5.727417,79597.96,0.0,0.9991455,2.4530835,0.0,94.099174
2019-01-02 23:00:00,6.722046,5.7063904,79594.41,0.0,1.0,2.0461638,1.9073486e-06,93.23189
2019-01-03 00:00:00,6.9773254,5.8043213,79662.22,0.017777778,0.99957275,2.2362835,3.8146973e-06,92.23566
2019-01-03 01:00:00,7.1734924,5.7051086,79668.03,40.16,0.6562805,2.9956207,7.6293945e-06,90.380936
2019-01-03 02:00:00,11.411804,6.5031433,79738.69,136.35556,0.5649719,4.4934435,2.861023e-06,71.791214
2019-01-03 03:00:00,11.589752,5.4490967,79742.99,320.87112,0.4642334,5.4515324,2.002716e-05,65.964645
2019-01-03 04:00:00,10.939362,4.8926086,79693.39,322.7378,0.70874023,5.8086457,1.3828278e-05,66.255196
2019-01-03 05:00:00,13.802521,4.1859436,79600.82,351.25333,0.7264404,5.592909,2.3841858e-05,52.243843
2019-01-03 06:00:00,13.729645,4.279114,79512.26,344.28445,0.81555176,5.8056464,1.5258789e-05,52.835945
2019-01-03 07:00:00,13.66684,4.395874,79412.5,306.9511,0.8271179,6.0738153,1.9073486e-06,53.48791
2019-01-03 08:00:00,14.386932,3.9397278,79418.13,297.08444,0.7913208,5.8182325,3.8146973e-06,49.439102
2019-01-03 09:00:00,13.959381,4.1562805,79440.58,198.29333,0.58044434,4.426115,0.0,51.60679
2019-01-03 10:00:00,10.355133,3.985443,79453.016,96.49778,0.5416565,4.3717256,0.0,64.64673
2019-01-03 11:00:00,10.584473,4.645569,79497.24,8.924444,0.32546997,3.2623293,0.0,66.67889
2019-01-03 12:00:00,10.229858,4.9932556,79532.84,0.0,0.17120361,3.2639585,0.0,69.95245
2019-01-03 13:00:00,10.260834,5.5032043,79538.94,0.0,0.06869507,3.0024188,0.0,72.32763
2019-01-03 14:00:00,9.262634,5.553528,79570.67,0.0,0.039978027,2.740989,0.0,77.607
2019-01-03 15:00:00,7.391968,5.154907,79576.46,0.0,0.03125,2.3860765,0.0,85.70259
2019-01-03 16:00:00,7.166809,5.0785217,79578.53,0.0,0.07434082,2.0945067,0.0,86.57145
2019-01-03 17:00:00,6.370819,4.697174,79612.2,0.0,0.13809204,2.005596,0.0,89.03734
2019-01-03 18:00:00,6.550812,4.882721,79618.984,0.0,0.11550903,2.4676762,0.0,89.08676
2019-01-03 19:00:00,6.535858,4.825897,79613.53,0.0,0.5142822,2.7341077,0.0,88.82568
2019-01-03 20:00:00,5.6214905,4.558258,79597.84,0.0,0.6046753,2.516964,0.0,92.864525
2019-01-03 21:00:00,5.659607,4.538788,79572.195,0.0,0.50704956,2.2497349,0.0,92.49348
2019-01-03 22:00:00,4.6694336,3.91922,79535.945,0.0,0.5638733,2.1393113,0.0,94.87878
2019-01-03 23:00:00,4.611084,3.8381653,79562.64,0.0,0.79385376,1.7692287,0.0,94.725075
2019-01-04 00:00:00,4.379242,3.9725952,79689.34,0.035555556,1.0,1.8506051,9.536743e-07,97.188065
2019-01-04 01:00:00,4.89505,4.590088,79772.78,59.235554,1.0,1.6180185,9.536743e-07,97.89326
2019-01-04 02:00:00,10.242828,6.9325256,79866.55,186.6311,1.0,2.0966332,4.7683716e-07,79.92036
2019-01-04 03:00:00,10.40155,5.509796,79865.45,373.15555,0.7592468,2.8317065,0.0,71.68394
2019-01-04 04:00:00,9.997742,3.9189148,79820.56,481.95557,0.64416504,3.7121942,0.0,65.90132
2019-01-04 05:00:00,14.358307,3.4888306,79731.83,559.87555,0.7184448,4.5928416,0.0,47.983135
2019-01-04 06:00:00,14.367371,3.3625793,79626.875,631.0578,0.74380493,4.91993,0.0,47.529663
2019-01-04 07:00:00,14.553894,3.0610962,79561.06,564.9067,0.8916321,5.3078876,0.0,45.96967
2019-01-04 08:00:00,15.272217,2.3126526,79533.41,498.15112,0.78775024,5.14136,0.0,41.619347
2019-01-04 09:00:00,15.320953,2.1116638,79528.33,331.78665,0.0708313,4.9103265,0.0,40.899197
2019-01-04 10:00:00,10.593567,2.4346924,79587.266,142.08,0.058746338,3.7034836,0.0,57.020355
2019-01-04 11:00:00,10.5920105,3.1390076,79528.836,12.017777,0.0045776367,2.4518237,0.0,59.94765
2019-01-04 12:00:00,10.2326355,3.7167969,79620.42,0.0,0.0,2.0660262,0.0,63.958076
2019-01-04 13:00:00,10.058197,4.0336,79631.81,0.0,0.0,2.1348321,0.0,66.16614
2019-01-04 14:00:00,8.876129,4.139221,79699.83,0.0,0.0,2.3484468,0.0,72.17266
2019-01-04 15:00:00,6.3694153,3.7447815,79685.28,0.0,0.09991455,2.3953867,0.0,83.29389
2019-01-04 16:00:00,6.5542297,3.9807434,79684.875,0.0,0.30410767,2.2776198,0.0,83.616486
2019-01-04 17:00:00,6.235199,3.9277954,79684.84,0.0,0.52072144,2.260416,0.0,85.15743
2019-01-04 18:00:00,6.6319885,4.0100403,79692.02,0.0,0.7554321,2.1565022,0.0,83.34174
2019-01-04 19:00:00,6.745514,3.9574585,79664.33,0.0,0.665802,2.1881406,0.0,82.38901
2019-01-04 20:00:00,5.384918,3.242279,79652.805,0.0,0.91030884,2.2151008,0.0,86.06034
2019-01-04 21:00:00,5.5684814,3.846161,79596.25,0.0,0.8501587,2.1938195,0.0,88.666435
2019-01-04 22:00:00,4.8417053,3.4216003,79576.83,0.0,0.74505615,2.7340844,0.0,90.516045
2019-01-04 23:00:00,5.2272644,3.7220154,79605.91,0.0,0.57910156,2.7361434,0.0,90.00317
2019-01-05 00:00:00,4.9090576,3.7416992,79680.06,0.017777778,0.40255737,2.3946435,0.0,92.14742
2019-01-05 01:00:00,4.7676086,3.437439,79722.03,75.64445,0.90786743,1.8466474,0.0,91.08705
2019-01-05 02:00:00,10.882202,4.292511,79825.83,266.04443,0.9904175,1.4299071,0.0,63.77516
2019-01-05 03:00:00,10.965729,2.4101257,79898.03,464.03555,0.9908447,2.316214,0.0,55.52843
2019-01-05 04:00:00,10.700897,1.8484192,79864.47,610.82666,1.0,2.8576174,0.0,54.29615
2019-01-05 05:00:00,15.987671,-0.19882202,79772.17,698.5244,1.0,2.9393437,0.0,33.183033
2019-01-05 06:00:00,16.178253,-0.46939087,79658.97,715.62665,1.0,3.0079703,0.0,32.142555
2019-01-05 07:00:00,16.247162,-0.37234497,79600.34,657.5467,0.8788147,3.1007128,0.0,32.22853
2019-01-05 08:00:00,17.454193,0.23660278,79549.06,532.26666,0.9404297,3.1618342,0.0,31.20089
2019-01-05 09:00:00,17.496185,0.97317505,79558.83,353.54666,0.87506104,3.1280885,0.0,32.818096
2019-01-05 10:00:00,11.67981,2.61557,79586.58,158.32889,0.8354187,1.8696574,0.0,53.741455
2019-01-05 11:00:00,10.693085,3.307953,79618.33,13.191112,0.65423584,2.734932,0.0,60.260704
2019-01-05 12:00:00,10.043304,3.191925,79682.75,0.0,0.31521606,2.6921694,0.0,62.418415
2019-01-05 13:00:00,9.461884,3.3528137,79733.84,0.0,0.30108643,2.503142,0.0,65.64312
2019-01-05 14:00:00,7.8088684,2.8050537,79735.19,0.0,0.43777466,2.3531532,0.0,70.622536
2019-01-05 15:00:00,5.75412,2.065033,79754.42,0.0,0.21234131,2.1670625,0.0,77.15717
2019-01-05 16:00:00,6.288788,2.6025085,79759.11,0.0,0.34848022,1.9815751,0.0,77.25884
2019-01-05 17:00:00,5.9933777,2.7361145,79739.336,0.0,0.3590393,1.8510432,0.0,79.60228
2019-01-05 18:00:00,6.053406,2.856903,79698.53,0.0,0.15756226,1.6086154,0.0,79.95483
2019-01-05 19:00:00,5.9916687,3.0097961,79671.41,0.0,0.0,1.7210454,0.0,81.1712
2019-01-05 20:00:00,5.0399475,2.4804993,79642.09,0.0,0.0,1.7668172,0.0,83.51621
2019-01-05 21:00:00,5.6763,2.9669495,79588.26,0.0,0.0,1.7180183,0.0,82.71103
2019-01-05 22:00:00,4.8815002,3.2227478,79615.86,0.0,0.0,2.0135083,0.0,89.006294
2019-01-05 23:00:00,4.9916077,3.3615417,79590.38,0.0,0.0,2.0841873,0.0,89.196
2019-01-06 00:00:00,4.995514,3.4980164,79666.54,0.017777778,0.0,2.0462532,0.0,90.03463
2019-01-06 01:00:00,4.5729675,3.098236,79729.94,74.062225,0.0,1.9342339,0.0,90.147415
2019-01-06 02:00:00,11.663971,5.2920227,79758.484,268.26666,0.0,1.8156859,0.0,64.92944
2019-01-06 03:00:00,12.257111,4.639374,79777.55,461.93777,0.0,3.2788427,0.0,59.662785
2019-01-06 04:00:00,12.356598,3.3661804,79734.875,602.9511,0.0,4.510942,0.0,54.203163
2019-01-06 05:00:00,18.38919,2.5469666,79630.195,680.44446,0.0,5.2043943,0.0,34.72083
2019-01-06 06:00:00,18.506622,1.6448059,79527.875,718.2222,0.0,5.603845,0.0,32.317913
2019-01-06 07:00:00,18.635529,1.1575012,79472.734,664.48,0.0,5.76357,0.0,30.95663
2019-01-06 08:00:00,19.43814,-0.2640686,79443.414,543.9644,0.0,5.483566,0.0,26.567867
2019-01-06 09:00:00,19.293701,0.6905823,79441.29,368.90668,0.0,4.7433405,0.0,28.727406
2019-01-06 10:00:00,14.509674,2.4275208,79486.07,165.28,0.0,3.386244,0.0,44.07452
2019-01-06 11:00:00,13.800842,3.3773499,79522.875,14.897778,0.0,2.6605482,0.0,49.35973
2019-01-06 12:00:00,13.085114,3.844452,79549.29,0.0,0.0,2.444352,0.0,53.447155
2019-01-06 13:00:00,12.874847,5.262787,79578.9,0.0,0.0,2.6740391,0.0,59.837166
2019-01-06 14:00:00,11.542999,5.53006,79604.38,0.0,0.0,3.082339,0.0,66.54178
