,temperature_2m,dew_point_2m,surface_pressure,shortwave_radiation,cloud_cover,wind_speed_10m,precipitation,relative_humidity_2m
2019-01-01 00:00:00,-12.266998,-16.034454,80878.16,0.0,0.08605957,1.36084,0.0,73.477585
2019-01-01 01:00:00,-10.896484,-15.107452,80952.234,25.991112,0.0039978027,1.3561848,0.0,71.10226
2019-01-01 02:00:00,-6.5627136,-14.251068,80912.58,176.19556,0.0,0.84257257,0.0,54.388626
2019-01-01 03:00:00,-4.880493,-14.13327,80880.91,344.40887,0.0,0.41717836,0.0,48.316525
2019-01-01 04:00:00,-4.9479675,-15.996582,80821.08,474.3289,0.0,0.5073676,0.0,41.647205
2019-01-01 05:00:00,-1.8695984,-16.011932,80721.766,547.7867,0.0,0.90218073,0.0,33.055016
2019-01-01 06:00:00,-0.7224426,-15.47879,80678.7,557.1911,0.0,0.9201923,0.0,31.761564
2019-01-01 07:00:00,-0.6185913,-15.791718,80622.17,502.45334,0.0,0.64287007,0.0,30.714893
2019-01-01 08:00:00,0.13491821,-16.838104,80659.875,387.1111,0.0,0.6433656,0.0,26.648373
2019-01-01 09:00:00,0.48446655,-15.543304,80656.234,226.4,0.0,1.1223032,0.0,28.940704
2019-01-01 10:00:00,-2.7900085,-16.276398,80677.0,57.65333,0.0,1.3443186,0.0,34.613636
2019-01-01 11:00:00,-3.6426086,-15.745331,80682.195,0.0,0.0,0.760153,0.0,38.549343
2019-01-01 12:00:00,-4.643585,-15.417755,80730.42,0.0,0.0,0.9140543,0.0,42.702007
2019-01-01 13:00:00,-5.200409,-15.068634,80726.984,0.0,0.0,1.2160615,0.0,45.840527
2019-01-01 14:00:00,-7.550812,-15.964111,80683.164,0.0,0.0,1.182349,0.0,50.95285
2019-01-01 15:00:00,-7.7655945,-15.886993,80686.75,0.0,0.0,1.1917305,0.0,52.139473
2019-01-01 16:00:00,-7.8769836,-16.389923,80694.57,0.0,0.0,1.3053255,0.0,50.43523
2019-01-01 17:00:00,-8.633179,-15.655853,80646.79,0.0,0.0,1.3873863,0.0,56.85597
2019-01-01 18:00:00,-8.467499,-15.189728,80629.88,0.0,0.0,1.4302644,0.0,58.332634
2019-01-01 19:00:00,-8.535309,-15.001984,80587.445,0.0,0.0,1.4765562,0.0,59.556747
2019-01-01 20:00:00,-9.162689,-15.022797,80533.41,0.0,0.0,1.5360664,0.0,62.442097
2019-01-01 21:00:00,-8.976044,-14.426788,80470.16,0.0,0.0,1.5263547,0.0,64.62649
2019-01-01 22:00:00,-9.289886,-14.947571,80449.7,0.0,0.0,1.7828599,0.0,63.46
2019-01-01 23:00:00,-9.261749,-14.950653,80380.38,0.0,0.0,1.7298121,0.0,63.304028
2019-01-02 00:00:00,-10.160248,-15.37381,80390.41,0.0,0.0,1.7083434,0.0,65.61202
2019-01-02 01:00:00,-9.367523,-15.062592,80451.58,26.613333,0.0,1.5947502,0.0,63.24539
2019-01-02 02:00:00,-4.7114563,-15.16983,80455.53,181.6,0.0,1.0098926,0.0,43.809433
2019-01-02 03:00:00,-3.1980286,-14.412811,80439.55,353.1378,0.0,0.8174577,0.0,41.62234
2019-01-02 04:00:00,-2.4388733,-13.6649475,80377.0,483.28888,0.0,0.7794038,0.0,41.81955
2019-01-02 05:00:00,0.75109863,-14.508575,80272.11,555.5911,0.0,0.8092591,0.0,30.916391
2019-01-02 06:00:00,2.691803,-14.5972595,80191.3,565.88446,0.0,0.8017444,0.0,26.712843
2019-01-02 07:00:00,3.1054993,-15.046967,80121.375,510.7378,0.0,0.696968,0.0,24.998724
2019-01-02 08:00:00,4.359375,-14.992767,80172.78,393.24445,0.0,0.5813326,0.0,22.989283
2019-01-02 09:00:00,3.1942444,-13.720856,80168.25,231.57333,0.0,0.27755505,0.0,27.694746
2019-01-02 10:00:00,1.1513062,-16.78012,80155.875,60.497776,0.0,1.0726473,0.0,24.883745
2019-01-02 11:00:00,0.02041626,-14.825653,80173.03,0.0,0.0,1.4919031,0.0,31.756231
2019-01-02 12:00:00,-1.1379395,-15.886871,80244.805,0.0,0.0,1.657861,0.0,31.65225
2019-01-02 13:00:00,-1.5957336,-16.669952,80299.16,0.0,0.0,2.1761599,0.0,30.665749
2019-01-02 14:00:00,-3.9797058,-16.312592,80345.25,0.0,0.0,2.2094038,0.0,37.71339
2019-01-02 15:00:00,-4.7192383,-15.241455,80419.7,0.0,0.010467529,2.1734176,0.0,43.576736
2019-01-02 16:00:00,-5.4115906,-14.709198,80472.17,0.0,0.115356445,2.0960264,0.0,47.979553
2019-01-02 17:00:00,-5.6368103,-13.908997,80495.11,0.0,0.24487305,2.0345855,0.0,52.113873
2019-01-02 18:00:00,-6.0603943,-13.33905,80508.125,0.0,0.6182556,1.887076,0.0,56.379623
2019-01-02 19:00:00,-6.601471,-13.003265,80514.84,0.0,0.9154968,1.1428187,0.0,60.384323
2019-01-02 20:00:00,-7.6178894,-12.801056,80504.31,0.0,0.93847656,0.86885494,0.0,66.37716
2019-01-02 21:00:00,-7.8252563,-12.692047,80497.81,0.0,0.94400024,1.0240355,0.0,68.04786
2019-01-02 22:00:00,-8.97348,-12.680786,80416.96,0.0,0.9089966,0.56603456,0.0,74.478035
2019-01-02 23:00:00,-8.88147,-12.53775,80487.41,0.0,0.9444885,0.4547061,0.0,74.80268
2019-01-03 00:00:00,-9.485565,-12.455444,80494.22,0.0,0.9404907,0.84753853,0.0,78.95129
