,temperature_2m,dew_point_2m,surface_pressure,shortwave_radiation,cloud_cover,wind_speed_10m,precipitation,relative_humidity_2m
2019-01-01 00:00:00,-23.198654,-27.696564,72487.16,0.0,0.0,1.6072866,0.0,66.55966
2019-01-01 01:00:00,-21.320312,-25.9805,72553.234,15.52,0.0,1.5777097,0.0,66.04109
2019-01-01 02:00:00,-15.9045105,-23.02449,72554.58,159.02222,0.0,0.9408394,0.0,54.30758
2019-01-01 03:00:00,-10.208618,-17.352005,72535.91,335.37778,0.0,1.2535954,0.0,55.846115
2019-01-01 04:00:00,-8.024139,-16.910645,72511.08,474.9511,0.0,1.3184793,0.0,48.840694
2019-01-01 05:00:00,-3.9223328,-15.523651,72430.766,558.24,0.0,1.1293489,0.0,40.09507
2019-01-01 06:00:00,-2.1482239,-14.400665,72381.7,576.48,0.0,1.0806365,0.0,38.5421
2019-01-01 07:00:00,-1.7728882,-14.629608,72324.17,527.98224,0.0,0.9175219,0.0,36.792114
2019-01-01 08:00:00,-1.2322693,-11.6701355,72351.875,417.76,0.0,0.6821206,0.0,44.95009
2019-01-01 09:00:00,-1.4217834,-13.674164,72328.234,258.15112,0.0,0.25444144,0.0,38.769028
2019-01-01 10:00:00,-4.8173523,-17.15532,72359.0,79.53778,0.0,0.4656386,0.0,37.43271
2019-01-01 11:00:00,-7.150421,-16.817596,72358.195,0.12444445,0.0,0.8904977,0.0,46.007816
2019-01-01 12:00:00,-10.866241,-18.007599,72377.42,0.0,0.0,1.0706134,0.0,55.668877
2019-01-01 13:00:00,-13.067596,-19.28543,72384.984,0.0,0.0,1.3612096,0.0,59.582626
2019-01-01 14:00:00,-16.892609,-22.48169,72360.164,0.0,0.0,1.4886127,0.0,61.869293
2019-01-01 15:00:00,-17.380829,-23.265915,72378.75,0.0,0.0,1.5758988,0.0,60.141434
2019-01-01 16:00:00,-17.697296,-24.298111,72389.57,0.0,0.0,1.6693448,0.0,56.33812
2019-01-01 17:00:00,-18.78357,-24.511307,72360.79,0.0,0.0,1.8211395,0.0,60.60472
2019-01-01 18:00:00,-18.397202,-24.261978,72358.88,0.0,0.0,1.9186587,0.0,59.970528
2019-01-01 19:00:00,-18.578278,-24.427765,72339.445,0.0,0.0,1.999815,0.0,60.002693
2019-01-01 20:00:00,-18.940033,-24.561844,72307.41,0.0,0.0,2.1235523,0.0,61.140736
2019-01-01 21:00:00,-18.77684,-23.913116,72263.16,0.0,0.0,2.2128363,0.0,63.900246
2019-01-01 22:00:00,-18.883621,-23.863586,72241.7,0.0,0.0,2.3490527,0.0,64.77008
2019-01-01 23:00:00,-18.761734,-23.659653,72211.38,0.0,0.0,2.2840848,0.0,65.276184
2019-01-02 00:00:00,-20.531342,-25.022247,72226.41,0.0,0.0,2.2642512,0.0,67.25628
2019-01-02 01:00:00,-19.00618,-23.392654,72298.58,15.52,0.0,2.0421102,0.0,68.25257
2019-01-02 02:00:00,-13.637238,-20.708878,72317.53,159.73334,0.0,1.0309099,0.0,55.203686
2019-01-02 03:00:00,-9.877716,-16.66867,72312.55,337.4222,0.0,1.3081062,0.0,57.615566
2019-01-02 04:00:00,-6.497467,-13.448151,72272.0,477.6711,0.0,1.4002672,0.0,57.78102
2019-01-02 05:00:00,-3.5496826,-13.49881,72196.11,561.3689,0.0,1.2232931,0.0,46.04017
2019-01-02 06:00:00,-0.7671814,-11.915619,72127.3,580.19556,0.0,1.1455249,0.0,42.599834
2019-01-02 07:00:00,-0.30465698,-11.92392,72064.375,536.48,0.0,0.9228468,0.0,41.16023
2019-01-02 08:00:00,0.28125,-9.145111,72115.78,426.4889,0.0,0.6962296,0.0,49.168686
2019-01-02 09:00:00,-1.0733337,-12.306793,72101.25,265.6,0.0,0.22152248,0.0,42.216034
2019-01-02 10:00:00,-5.0791626,-17.053558,72089.875,83.342224,0.0,0.38964847,0.0,38.50862
2019-01-02 11:00:00,-6.030365,-16.034637,72105.03,0.21333334,0.0,0.7397826,0.0,45.072914
