,temperature_2m,dew_point_2m,surface_pressure,shortwave_radiation,cloud_cover,wind_speed_10m,precipitation,relative_humidity_2m
2019-01-01 00:00:00,0.24081421,-3.3450012,103833.16,24.533333,0.8161011,1.5186281,0.0,76.83003
2019-01-01 01:00:00,-0.107421875,-3.6679993,103844.234,114.382225,0.62719727,1.5619068,9.536743e-07,76.91672
2019-01-01 02:00:00,2.9724426,-4.469818,103831.58,300.10666,0.30090332,1.7464278,0.0,58.06978
2019-01-01 03:00:00,3.592163,-3.9516296,103724.91,477.77777,0.10519409,1.9292849,0.0,57.789146
2019-01-01 04:00:00,3.8020325,-4.0668945,103635.08,547.32446,0.6607971,2.087206,0.0,56.451218
2019-01-01 05:00:00,4.821808,-4.740448,103526.766,525.1911,0.50598145,2.3821425,0.0,49.960503
2019-01-01 06:00:00,4.7365417,-5.334259,103459.7,427.07556,0.41497803,2.756958,0.0,48.05056
2019-01-01 07:00:00,4.779846,-5.6940613,103477.17,334.27554,0.23480225,3.0703845,0.0,46.613804
2019-01-01 08:00:00,3.5939026,-6.521698,103472.875,230.68445,0.23083496,3.2834764,0.0,47.554813
2019-01-01 09:00:00,3.3907166,-6.4319763,103535.234,67.85778,0.13485718,2.651294,0.0,48.573845
2019-01-01 10:00:00,1.1494446,-5.577179,103608.0,0.48,0.057006836,2.0680897,0.0,60.82166
2019-01-01 11:00:00,0.14645386,-5.4308777,103634.195,0.0,0.07601929,2.241661,0.0,66.11908
2019-01-01 12:00:00,-0.15530396,-5.4372864,103606.42,0.0,0.06967163,2.1373718,0.0,67.55009
2019-01-01 13:00:00,-0.2668152,-5.2326965,103595.984,0.0,0.08883667,2.104406,0.0,69.16497
2019-01-01 14:00:00,-0.851593,-4.8449707,103602.164,0.0,0.08068848,2.2849746,0.0,74.32617
2019-01-01 15:00:00,-1.0273132,-4.549103,103613.75,0.0,0.019927979,2.289086,0.0,76.98701
2019-01-01 16:00:00,-1.0586243,-4.235626,103673.57,0.0,0.3587036,2.004191,0.0,79.005684
2019-01-01 17:00:00,-1.1331787,-3.9976501,103666.79,0.0,0.7652893,1.9479709,0.0,80.87034
2019-01-01 18:00:00,-0.7604675,-3.9553528,103674.88,0.0,0.8668518,2.0738907,0.0,78.94578
2019-01-01 19:00:00,-1.2423401,-3.802765,103648.445,0.0,0.84988403,2.0705767,0.0,82.719284
2019-01-01 20:00:00,-1.5572205,-3.6907654,103597.41,0.0,0.89624023,1.9242839,0.0,85.366264
2019-01-01 21:00:00,-1.2944031,-3.733429,103554.16,0.0,0.6672058,1.9859552,0.0,83.46786
2019-01-01 22:00:00,-1.1062927,-3.762024,103585.7,0.0,0.8191223,1.7557445,0.0,82.14902
2019-01-01 23:00:00,-1.2676086,-3.9096375,103570.38,0.0,0.24578857,2.092893,0.0,82.211784
2019-01-02 00:00:00,-0.9473572,-3.9577942,103605.41,37.97333,0.02267456,2.6713727,0.0,80.01674
2019-01-02 01:00:00,-0.60775757,-5.162201,103620.58,190.56,0.019927979,2.6254895,0.0,71.28357
2019-01-02 02:00:00,2.7279968,-5.246002,103579.53,355.23557,0.0,2.9042642,0.0,55.719723
2019-01-02 03:00:00,3.059784,-5.83078,103512.55,486.52444,0.0,2.9035728,0.0,52.05943
2019-01-02 04:00:00,3.346283,-5.8172913,103414.0,560.5333,0.019012451,2.3062017,0.0,51.06807
2019-01-02 05:00:00,4.446411,-5.514435,103329.11,567.7511,0.03894043,2.0404873,0.0,48.368946
2019-01-02 06:00:00,4.644928,-5.679291,103248.3,512.99554,0.115875244,2.4512875,0.0,47.108006
2019-01-02 07:00:00,4.7363586,-5.4532166,103244.375,373.44,0.13934326,2.6250613,0.0,47.619316
2019-01-02 08:00:00,3.9003906,-5.1060486,103242.78,210.34666,0.05014038,2.6412473,0.0,51.838257
2019-01-02 09:00:00,2.95401,-3.9337463,103263.25,71.71555,0.012664795,1.9836483,0.0,60.53552
2019-01-02 10:00:00,1.6532593,-3.6004333,103313.875,0.58666664,0.20288086,1.863093,0.0,68.088936
2019-01-02 11:00:00,1.6649475,-3.3471375,103307.03,0.0,0.2722473,1.8387277,0.0,69.331184
2019-01-02 12:00:00,1.8269043,-2.9532776,103344.805,0.0,0.46066284,1.8062541,0.0,70.57275
2019-01-02 13:00:00,1.6093445,-2.9355774,103321.16,0.0,0.56381226,1.7637409,0.0,71.77436
2019-01-02 14:00:00,1.3913879,-2.537201,103322.25,0.0,0.47766113,1.8871453,0.0,75.09248
2019-01-02 15:00:00,1.2241211,-2.1887207,103290.7,0.0,0.48709106,2.152764,0.0,77.98489
2019-01-02 16:00:00,1.4497375,-2.0978699,103302.17,0.0,0.4779663,2.4545054,0.0,77.24881
2019-01-02 17:00:00,1.538971,-1.9187622,103284.11,0.0,0.41305542,2.3986962,0.0,77.77727
2019-01-02 18:00:00,1.2618713,-2.0011597,103287.125,0.0,0.8115845,2.4818594,0.0,78.8582
2019-01-02 19:00:00,1.5743103,-2.0989685,103250.84,0.0,0.8451843,2.6877978,0.0,76.55595
2019-01-02 20:00:00,2.1321106,-2.0393372,103196.31,0.0,0.9873352,2.5835688,0.0,73.88833
2019-01-02 21:00:00,2.381775,-2.1783752,103199.81,0.0,0.91470337,2.4230826,0.0,71.84437
2019-01-02 22:00:00,3.434723,-1.7081299,103208.96,0.0,0.94000244,2.561086,0.0,69.031395
2019-01-02 23:00:00,3.5755615,-1.6822815,103203.41,0.0,0.89468384,2.7209547,0.0,68.479294
2019-01-03 00:00:00,3.1609192,-1.4925537,103330.22,19.466667,0.8866272,2.8867335,0.0,71.50407
2019-01-03 01:00:00,2.9820862,-1.3710632,103329.03,96.835556,0.9310913,2.972206,0.0,73.06367
2019-01-03 02:00:00,4.612976,-1.0456848,103377.69,176.44444,0.8937683,3.108597,0.0,66.71541
2019-01-03 03:00:00,4.6444397,-0.67004395,103288.99,250.93333,0.9581604,3.3055525,0.0,68.42165
2019-01-03 04:00:00,4.871002,-0.45114136,103156.39,284.35556,0.9708557,3.3461325,0.0,68.43136
2019-01-03 05:00:00,5.7654114,-0.019134521,103012.82,264.65778,0.97073364,3.5009248,0.0,66.35914
2019-01-03 06:00:00,5.6612854,0.13653564,102939.26,229.90222,0.93099976,3.510323,0.0,67.59852
2019-01-03 07:00:00,6.034027,0.31384277,102914.5,154.27556,0.96014404,3.4672267,0.0,66.72862
2019-01-03 08:00:00,5.988495,0.8635559,102912.13,111.30666,0.9212036,3.47062,0.0,69.64978
2019-01-03 09:00:00,6.3421936,0.7012024,102942.58,36.213333,0.7885437,2.8493376,0.0,67.17887
2019-01-03 10:00:00,6.3180237,1.4014587,102980.016,0.40888888,0.69763184,2.4972458,0.0,70.767815
2019-01-03 11:00:00,6.105957,1.4170532,102979.24,0.0,0.6357422,2.6356356,0.0,71.89134
2019-01-03 12:00:00,5.7767334,1.4580994,102958.84,0.0,0.651947,2.4249065,0.0,73.76362
2019-01-03 13:00:00,5.8467712,1.5364075,102917.94,0.0,0.87771606,2.4660766,0.0,73.820076
2019-01-03 14:00:00,5.7665405,1.961731,102858.67,0.0,0.9429016,2.5817826,0.0,76.52446
2019-01-03 15:00:00,5.725952,2.2056885,102820.46,0.0,0.85510254,2.7164729,0.0,78.08718
2019-01-03 16:00:00,5.823059,2.537506,102757.53,0.0,0.99624634,2.5731902,9.536743e-07,79.41747
2019-01-03 17:00:00,5.571991,3.351471,102843.2,0.0,1.0,1.5229685,6.6280365e-05,85.60792
2019-01-03 18:00:00,5.460968,3.6756897,102765.984,0.0,1.0,2.300884,0.00044631958,88.265076
2019-01-03 19:00:00,5.1842957,3.790741,102684.53,0.0,1.0,2.5109675,0.0007982254,90.710266
2019-01-03 20:00:00,4.9496155,4.210602,102624.84,0.0,1.0,1.7182748,0.00072956085,94.9646
2019-01-03 21:00:00,4.958435,4.2399597,102656.195,0.0,1.0,0.8651449,0.0011043549,95.10181
2019-01-03 22:00:00,4.835449,4.41922,102673.945,0.0,1.0,1.7928759,0.0011997223,97.133064
2019-01-03 23:00:00,4.818115,4.4045715,102631.64,0.0,1.0,2.0322173,0.0010986328,97.15093
2019-01-04 00:00:00,4.9183044,4.622986,102735.34,1.6177778,1.0,1.7124709,0.0012321472,97.95965
2019-01-04 01:00:00,4.912628,4.650635,102793.78,9.884444,1.0,1.7274112,0.001086235,98.18795
2019-01-04 02:00:00,5.1783752,4.9325256,102811.55,14.097777,1.0,1.6987348,0.0006918907,98.30235
2019-01-04 03:00:00,5.114441,4.9804993,102746.45,24.0,1.0,2.1000035,0.00033712387,99.071434
2019-01-04 04:00:00,5.4332886,5.12204,102645.56,55.91111,1.0,2.2530878,9.1552734e-05,97.85943
2019-01-04 05:00:00,5.4735413,5.1118774,102565.83,48.497776,1.0,2.587153,8.106232e-05,97.51733
2019-01-04 06:00:00,5.3536987,5.20047,102548.875,37.102222,1.0,2.757846,5.8174133e-05,98.9404
2019-01-04 07:00:00,5.5304565,5.1567993,102457.06,50.488888,1.0,3.2403464,1.1444092e-05,97.43711
2019-01-04 08:00:00,5.432373,4.83609,102519.41,48.39111,1.0,3.0459776,9.536743e-07,95.93477
2019-01-04 09:00:00,5.223297,4.7034607,102575.33,12.231112,1.0,2.4530458,2.861023e-06,96.44177
2019-01-04 10:00:00,4.6775513,4.17688,102746.266,0.16,1.0,2.7390623,4.1007996e-05,96.55608
2019-01-04 11:00:00,4.6349792,4.160492,102644.836,0.0,1.0,3.1085432,1.7166138e-05,96.73245
2019-01-04 12:00:00,4.582245,4.173828,102668.42,0.0,1.0,3.2611039,7.6293945e-06,97.18051
2019-01-04 13:00:00,4.5933533,4.223053,102680.81,0.0,1.0,3.2225223,3.33786e-06,97.44088
2019-01-04 14:00:00,4.4894104,4.08844,102679.83,0.0,1.0,3.0674617,2.861023e-06,97.229256
2019-01-04 15:00:00,4.429962,4.0455627,102637.28,0.0,1.0,3.2365062,2.861023e-06,97.34115
2019-01-04 16:00:00,4.481964,4.0627747,102632.875,0.0,1.0,3.2071815,2.861023e-06,97.10481
2019-01-04 17:00:00,4.389496,3.9141235,102620.84,0.0,1.0,3.1951206,2.861023e-06,96.72006
2019-01-04 18:00:00,4.3995667,3.9358215,102678.02,0.0,1.0,3.4169984,2.861023e-06,96.79939
2019-01-04 19:00:00,4.446686,3.9574585,102638.33,0.0,1.0,3.5243044,1.9073486e-06,96.62743
2019-01-04 20:00:00,4.129059,3.4864197,102628.805,0.0,1.0,3.4707053,7.6293945e-06,95.57973
2019-01-04 21:00:00,4.045044,3.4145203,102594.25,0.0,1.0,3.2127526,8.583069e-06,95.65857
2019-01-04 22:00:00,3.7206116,2.9684753,102699.83,0.0,1.0,3.0987246,1.04904175e-05,94.82744
2019-01-04 23:00:00,3.813202,3.0970154,102673.91,0.0,1.0,3.1584413,7.6293945e-06,95.072784
2019-01-05 00:00:00,3.7235107,3.1186523,102721.06,5.351111,1.0,2.947408,7.6293945e-06,95.82133
2019-01-05 01:00:00,3.6211243,3.1132202,102764.03,21.084444,1.0,2.9891882,6.198883e-06,96.47769
2019-01-05 02:00:00,3.6829834,2.8315735,102804.83,44.604443,1.0,3.2563307,1.4781952e-05,94.16103
2019-01-05 03:00:00,3.467682,2.697235,102756.03,65.40444,1.0,3.1706812,2.7656555e-05,94.69398
2019-01-05 04:00:00,3.3825378,2.5593567,102652.47,101.13778,1.0,2.9860017,1.1444092e-05,94.33629
2019-01-05 05:00:00,3.4154053,2.4808655,102593.17,74.27556,1.0,2.7140005,7.6293945e-06,93.59399
2019-01-05 06:00:00,3.4184875,2.557953,102576.97,57.28,1.0,2.6427114,1.6212463e-05,94.08784
2019-01-05 07:00:00,3.5733337,2.67453,102592.34,49.45778,1.0,2.7673385,0.00013160706,93.83975
2019-01-05 08:00:00,3.1788025,2.474884,102601.06,18.222221,1.0,2.7896497,0.0002822876,95.13098
2019-01-05 09:00:00,3.164154,2.6040344,102672.83,11.715555,1.0,2.9743087,0.00036859512,96.10776
2019-01-05 10:00:00,2.4962158,2.4710388,102807.58,0.08888889,1.0,2.8845024,0.00038003922,99.82114
2019-01-05 11:00:00,2.5212097,2.2552185,102769.33,0.0,1.0,2.5794303,0.00030088425,98.1249
2019-01-05 12:00:00,2.5921326,2.330597,102787.75,0.0,1.0,2.2486863,0.00015258789,98.15711
2019-01-05 13:00:00,2.7528992,2.3469543,102802.84,0.0,1.0,2.5797682,0.00010204315,97.15614
2019-01-05 14:00:00,2.4846497,2.2210693,102861.19,0.0,1.0,2.7581983,0.00016784668,98.1412
2019-01-05 15:00:00,2.4865417,2.1040955,102838.42,0.0,1.0,2.575833,8.678436e-05,97.31307
2019-01-05 16:00:00,2.6130066,2.2079773,102819.11,0.0,1.0,2.5533092,2.002716e-05,97.159294
2019-01-05 17:00:00,2.5500183,2.1521301,102864.336,0.0,1.0,2.64819,8.106232e-06,97.20737
2019-01-05 18:00:00,2.557312,2.1654968,102895.53,0.0,1.0,2.6761124,7.6293945e-06,97.24961
