alpha,validation_mae,validation_rmse,status
0.0,0.22510452568531036,0.2556847035884857,ok
0.0001,0.22510452568531036,0.2556847035884857,ok
0.001,0.22510452568531036,0.2556847035884857,ok
0.01,0.22510452568531036,0.2556847035884857,ok
0.1,0.22510452568531036,0.2556847035884857,ok
1.0,0.22510452568531036,0.2556847035884857,ok
10.0,0.22510452568531036,0.2556847035884857,ok
100.0,0.22510452568531036,0.2556847035884857,ok
1000.0,0.22510452568531036,0.2556847035884857,ok
