alpha,validation_mae,validation_rmse,status
0.0,0.12851452827453613,0.16960769891738892,ok
0.0001,0.12834477424621582,0.16937682032585144,ok
0.001,0.12787047028541565,0.16871312260627747,ok
0.01,0.12415562570095062,0.16343475878238678,ok
0.1,0.11069337278604507,0.1426374763250351,ok
1.0,0.10569626837968826,0.13111484050750732,ok
10.0,0.12414636462926865,0.15362830460071564,ok
100.0,0.14797863364219666,0.1836681216955185,ok
1000.0,0.19842256605625153,0.24123427271842957,ok
