alpha,validation_mae,validation_rmse,status
0.0,0.2258104830980301,0.2588955760002136,ok
0.0001,0.2258104830980301,0.2588955760002136,ok
0.001,0.22581039369106293,0.2588947117328644,ok
0.01,0.2258082777261734,0.2588854432106018,ok
0.1,0.22578918933868408,0.2587995231151581,ok
1.0,0.2256680428981781,0.258279412984848,ok
10.0,0.22537648677825928,0.25719428062438965,ok
100.0,0.2252461165189743,0.25648173689842224,ok
1000.0,0.22526437044143677,0.25619885325431824,ok
