alpha,validation_mae,validation_rmse,status
0.0,0.1566922813653946,0.20026971399784088,ok
0.0001,0.1566922813653946,0.20026971399784088,ok
0.001,0.15665791928768158,0.20023693144321442,ok
0.01,0.15658444166183472,0.20014570653438568,ok
0.1,0.15592826902866364,0.19934025406837463,ok
1.0,0.15532740950584412,0.1991351991891861,ok
10.0,0.158107191324234,0.20472130179405212,ok
100.0,0.16391684114933014,0.21252506971359253,ok
1000.0,0.1799396425485611,0.23113149404525757,ok
